"method.set"	"coverage.set"	"smaller.set"	"bigger.set"	"truemean.set"	"bootmean.set"	"n.set"	"B.set"	"round.set"	"difference.set"	"length.set"	"distribution.set"
2	0.38	0	0.46	9.888	7.99210124959141	50	10	100	1.89589875040859	-3.78762431618153	"normal"
3	0.42	0	0.42	9.888	8.31063627656154	50	10	100	1.57736372343846	-3.44802152275687	"normal"
1	0.53	0	0.32	9.888	8.2621328252454	50	10	100	1.6258671747546	-4.72599704367348	"normal"
2	0.39	0	0.46	9.888	8.51355995189737	50	10	100	1.37444004810263	-2.79304818167114	"normal"
3	0.42	0	0.43	9.888	8.06856873819594	50	10	100	1.81943126180406	-3.74104803813873	"normal"
1	0.54	0	0.32	9.888	8.41020434982825	50	10	100	1.47779565017175	-2.68936162039729	"normal"
2	0.39	0	0.47	9.888	8.26635473922839	50	10	100	1.62164526077161	-3.64512833730394	"normal"
3	0.42	0	0.44	9.888	8.04819179471815	50	10	100	1.83980820528185	-2.24200801639504	"normal"
1	0.54	0	0.33	9.888	8.48604132447414	50	10	100	1.40195867552586	-2.75639595059882	"normal"
2	0.4	0	0.47	9.888	8.15493866773018	50	10	100	1.73306133226982	-3.42755851746877	"normal"
3	0.42	0	0.45	9.888	8.16345191843712	50	10	100	1.72454808156288	-2.59264272184301	"normal"
1	0.54	0	0.34	9.888	8.31693846120208	50	10	100	1.57106153879792	-2.38732236202831	"normal"
2	0.41	0	0.47	9.888	8.69868080679698	50	10	100	1.18931919320302	-2.61883653047642	"normal"
3	0.43	0	0.45	9.888	8.55289450846419	50	10	100	1.33510549153581	-2.94951576771418	"normal"
1	0.55	0	0.34	9.888	8.75850755864993	50	10	100	1.12949244135007	-2.84661182875601	"normal"
2	0.41	0	0.48	9.888	8.23652192473726	50	10	100	1.65147807526274	-2.73301582003451	"normal"
3	0.44	0	0.45	9.888	8.46140167366664	50	10	100	1.42659832633336	-3.55145440153844	"normal"
1	0.55	0	0.35	9.888	7.75851600739211	50	10	100	2.12948399260789	-2.80260841053095	"normal"
2	0.41	0	0.49	9.888	8.78143322632088	50	10	100	1.10656677367912	-1.69317290795115	"normal"
3	0.45	0	0.45	9.888	8.29736333773814	50	10	100	1.59063666226186	-4.40038771199694	"normal"
1	0.56	0	0.35	9.888	8.68732359962059	50	10	100	1.20067640037941	-4.11828794876615	"normal"
2	0.42	0	0.49	9.888	8.93149171064375	50	10	100	0.95650828935625	-3.56719061028147	"normal"
3	0.46	0	0.45	9.888	8.47830803464481	50	10	100	1.40969196535519	-3.55784890072001	"normal"
1	0.56	0	0.36	9.888	8.21312503441907	50	10	100	1.67487496558093	-1.47899757725236	"normal"
2	0.42	0	0.5	9.888	8.2643876173868	50	10	100	1.6236123826132	-1.2320755935755	"normal"
3	0.47	0	0.45	9.888	8.83244734325592	50	10	100	1.05555265674408	-2.94941359151467	"normal"
1	0.57	0	0.36	9.888	8.65853518500611	50	10	100	1.22946481499389	-3.20852927708306	"normal"
2	0.42	0	0.51	9.888	8.31080485526754	50	10	100	1.57719514473246	-2.75455617765693	"normal"
3	0.47	0	0.46	9.888	8.28541822383524	50	10	100	1.60258177616476	-3.83343739738146	"normal"
1	0.57	0	0.37	9.888	8.14982149296757	50	10	100	1.73817850703243	-3.0391785149316	"normal"
2	0.42	0	0.52	9.888	8.42631423183893	50	10	100	1.46168576816107	-3.06695761122852	"normal"
3	0.48	0	0.46	9.888	9.03947300550008	50	10	100	0.848526994499924	-2.73112297751659	"normal"
1	0.57	0	0.38	9.888	8.47961418485541	50	10	100	1.40838581514459	-2.22881115814649	"normal"
2	0.42	0	0.53	9.888	8.81296446195597	50	10	100	1.07503553804403	-2.32768750939093	"normal"
3	0.49	0	0.46	9.888	8.61982321826999	50	10	100	1.26817678173001	-3.60097007571358	"normal"
1	0.57	0	0.39	9.888	8.03926882462274	50	10	100	1.84873117537726	-2.19460394919652	"normal"
2	0.42	0	0.54	9.888	8.56239263875969	50	10	100	1.32560736124031	-2.26063204454676	"normal"
3	0.5	0	0.46	9.888	8.98131236121056	50	10	100	0.906687638789437	-2.58038341865139	"normal"
1	0.57	0	0.4	9.888	8.56705536890063	50	10	100	1.32094463109937	-3.19300329695326	"normal"
2	0.42	0	0.55	9.888	8.24980764690071	50	10	100	1.63819235309929	-3.63489368237451	"normal"
3	0.5	0	0.47	9.888	8.50786519807926	50	10	100	1.38013480192074	-3.10043330047401	"normal"
1	0.57	0	0.41	9.888	8.27600693783566	50	10	100	1.61199306216434	-3.70208833124418	"normal"
2	0.42	0	0.56	9.888	8.33408923797167	50	10	100	1.55391076202833	-3.25117081450045	"normal"
3	0.51	0	0.47	9.888	8.43565210311267	50	10	100	1.45234789688733	-3.84220248150405	"normal"
1	0.57	0	0.42	9.888	8.39746284906387	50	10	100	1.49053715093613	-3.14549653920824	"normal"
2	0.42	0	0.57	9.888	8.57784191158954	50	10	100	1.31015808841046	-1.29204510021864	"normal"
3	0.51	0	0.48	9.888	8.66844662407333	50	10	100	1.21955337592667	-1.69791359135638	"normal"
1	0.58	0	0.42	9.888	8.64708417954758	50	10	100	1.24091582045242	-3.89720883432126	"normal"
2	0.42	0	0.58	9.888	8.34942780373102	50	10	100	1.53857219626898	-2.44321855297995	"normal"
3	0.51	0	0.49	9.888	7.52468242587521	50	10	100	2.36331757412479	-4.49406380252617	"normal"
1	0.01	0	0	9.888	8.6400454377775	50	100	100	1.2479545622225	-4.22290519824924	"normal"
2	0.01	0	0	9.888	8.3995795797168	50	100	100	1.4884204202832	-3.83567221431866	"normal"
3	0.01	0	0	9.888	8.32196833125953	50	100	100	1.56603166874047	-3.4787064941732	"normal"
1	0.02	0	0	9.888	8.47825257053926	50	100	100	1.40974742946074	-3.86884376742266	"normal"
2	0.02	0	0	9.888	8.29691061127195	50	100	100	1.59108938872805	-3.64173156949677	"normal"
3	0.02	0	0	9.888	8.4277635430113	50	100	100	1.4602364569887	-3.87488297396188	"normal"
1	0.03	0	0	9.888	8.43571419698205	50	100	100	1.45228580301795	-4.12145660354139	"normal"
2	0.03	0	0	9.888	8.39959068960542	50	100	100	1.48840931039458	-4.28415848151627	"normal"
3	0.03	0	0	9.888	8.37431837418785	50	100	100	1.51368162581215	-4.86573670359197	"normal"
1	0.04	0	0	9.888	8.60395288600987	50	100	100	1.28404711399013	-4.15247098982923	"normal"
2	0.04	0	0	9.888	8.46084440093702	50	100	100	1.42715559906298	-4.53582751572175	"normal"
3	0.04	0	0	9.888	8.22886591730042	50	100	100	1.65913408269958	-4.06167801265371	"normal"
1	0.05	0	0	9.888	8.39057380477234	50	100	100	1.49742619522766	-4.05112712358519	"normal"
2	0.05	0	0	9.888	8.37760864209037	50	100	100	1.51039135790963	-3.31965860028054	"normal"
3	0.05	0	0	9.888	8.27959843910694	50	100	100	1.60840156089306	-4.17314063758882	"normal"
1	0.06	0	0	9.888	8.44028162625213	50	100	100	1.44771837374787	-3.8501109054892	"normal"
2	0.06	0	0	9.888	8.38568532388302	50	100	100	1.50231467611698	-4.6733195641666	"normal"
3	0.06	0	0	9.888	8.29000099803263	50	100	100	1.59799900196737	-5.47628675926839	"normal"
1	0.07	0	0	9.888	8.31028610928623	50	100	100	1.57771389071377	-4.31438607556701	"normal"
2	0.06	0	0.01	9.888	8.35275792731414	50	100	100	1.53524207268586	-3.81953321391448	"normal"
3	0.07	0	0	9.888	8.37611750543949	50	100	100	1.51188249456051	-3.66658890699259	"normal"
1	0.08	0	0	9.888	8.315422611035	50	100	100	1.572577388965	-3.66201242982332	"normal"
2	0.07	0	0.01	9.888	8.52031928866281	50	100	100	1.36768071133719	-5.18024980583893	"normal"
3	0.08	0	0	9.888	8.66540055801882	50	100	100	1.22259944198118	-3.70777379354794	"normal"
1	0.09	0	0	9.888	8.1548952320435	50	100	100	1.7331047679565	-4.1125230026555	"normal"
2	0.08	0	0.01	9.888	8.52945836155854	50	100	100	1.35854163844146	-4.10030687796387	"normal"
3	0.09	0	0	9.888	8.45628123061087	50	100	100	1.43171876938913	-4.76111762895129	"normal"
1	0.1	0	0	9.888	8.49142095393827	50	100	100	1.39657904606173	-4.04939043343065	"normal"
2	0.09	0	0.01	9.888	8.5548873748578	50	100	100	1.3331126251422	-4.30737390355096	"normal"
3	0.1	0	0	9.888	8.44944732364174	50	100	100	1.43855267635826	-4.05016808663215	"normal"
1	0.11	0	0	9.888	8.30302914932752	50	100	100	1.58497085067248	-5.09917240951331	"normal"
2	0.1	0	0.01	9.888	8.58062568421189	50	100	100	1.30737431578811	-4.01891365279058	"normal"
3	0.11	0	0	9.888	8.40297428523342	50	100	100	1.48502571476658	-4.41501850889885	"normal"
1	0.12	0	0	9.888	8.33178753634254	50	100	100	1.55621246365746	-4.31870926349841	"normal"
2	0.11	0	0.01	9.888	8.43626350770023	50	100	100	1.45173649229977	-3.89057618630015	"normal"
3	0.12	0	0	9.888	8.42507721589654	50	100	100	1.46292278410346	-4.36776080840083	"normal"
1	0.13	0	0	9.888	8.5650648566472	50	100	100	1.3229351433528	-4.13953350536203	"normal"
2	0.12	0	0.01	9.888	8.37657745370341	50	100	100	1.51142254629659	-4.272734477484	"normal"
3	0.13	0	0	9.888	8.52261207614472	50	100	100	1.36538792385528	-4.31190894066283	"normal"
1	0.14	0	0	9.888	8.3627682607203	50	100	100	1.5252317392797	-3.44255846000525	"normal"
2	0.13	0	0.01	9.888	8.37459592178967	50	100	100	1.51340407821033	-3.90877051896075	"normal"
3	0.14	0	0	9.888	8.40229874382019	50	100	100	1.48570125617981	-4.04280571627085	"normal"
1	0.15	0	0	9.888	8.36366298497776	50	100	100	1.52433701502224	-4.99574603582702	"normal"
2	0.14	0	0.01	9.888	8.35999914427329	50	100	100	1.52800085572671	-4.89803897929526	"normal"
3	0.15	0	0	9.888	8.17199545972555	50	100	100	1.71600454027445	-3.7626937564892	"normal"
1	0.16	0	0	9.888	8.48833307608405	50	100	100	1.39966692391595	-4.28189754501956	"normal"
2	0.15	0	0.01	9.888	8.42747473662256	50	100	100	1.46052526337744	-4.19421567857797	"normal"
3	0.16	0	0	9.888	8.43771339093594	50	100	100	1.45028660906406	-3.95367791644332	"normal"
1	0.17	0	0	9.888	8.32407064499514	50	100	100	1.56392935500486	-4.49649861768656	"normal"
2	0.16	0	0.01	9.888	8.44399220827154	50	100	100	1.44400779172846	-4.78243603067718	"normal"
3	0.17	0	0	9.888	8.38441805047198	50	100	100	1.50358194952802	-3.57940038763534	"normal"
1	0.18	0	0	9.888	8.38148836155509	50	100	100	1.50651163844491	-4.01566285141028	"normal"
2	0.17	0	0.01	9.888	8.54292417800943	50	100	100	1.34507582199057	-3.86106513445539	"normal"
3	0.18	0	0	9.888	8.40272389986042	50	100	100	1.48527610013958	-4.54381281732422	"normal"
1	0.19	0	0	9.888	8.54057028333786	50	100	100	1.34742971666214	-4.10380416551489	"normal"
2	0.18	0	0.01	9.888	8.45070383440711	50	100	100	1.43729616559289	-4.19694760419122	"normal"
3	0.19	0	0	9.888	8.41305059712937	50	100	100	1.47494940287063	-4.40183538446513	"normal"
1	0.19	0	0.01	9.888	8.30232218500778	50	100	100	1.58567781499222	-3.25441052001548	"normal"
2	0.19	0	0.01	9.888	8.31342301860906	50	100	100	1.57457698139094	-4.32747609680847	"normal"
3	0.2	0	0	9.888	8.38614848388239	50	100	100	1.50185151611761	-4.44188704341658	"normal"
1	0.2	0	0.01	9.888	8.50106198139069	50	100	100	1.3869380186093	-4.06282033029794	"normal"
2	0.2	0	0.01	9.888	8.41146096764656	50	100	100	1.47653903235344	-4.26152549326965	"normal"
3	0.21	0	0	9.888	8.45325936782857	50	100	100	1.43474063217143	-4.39121803340755	"normal"
1	0.21	0	0.01	9.888	8.25639035350545	50	100	100	1.63160964649455	-4.3069520540267	"normal"
2	0.21	0	0.01	9.888	8.46531937918953	50	100	100	1.42268062081047	-4.13828276262136	"normal"
3	0.22	0	0	9.888	8.33440487886867	50	100	100	1.55359512113133	-4.25302108856607	"normal"
1	0.22	0	0.01	9.888	8.37942755095638	50	100	100	1.50857244904362	-3.46633309754523	"normal"
2	0.22	0	0.01	9.888	8.3299192144123	50	100	100	1.5580807855877	-3.84581396910865	"normal"
3	0.23	0	0	9.888	8.34200394329326	50	100	100	1.54599605670674	-4.47303922707626	"normal"
1	0.23	0	0.01	9.888	8.2736314538248	50	100	100	1.6143685461752	-3.86367056150869	"normal"
2	0.23	0	0.01	9.888	8.51532752712854	50	100	100	1.37267247287146	-4.46753514759745	"normal"
3	0.24	0	0	9.888	8.39979889525696	50	100	100	1.48820110474304	-4.6030498770142	"normal"
1	0.24	0	0.01	9.888	8.56201557705531	50	100	100	1.32598442294469	-4.51525594025146	"normal"
2	0.24	0	0.01	9.888	8.43237989567079	50	100	100	1.45562010432921	-3.56917866086186	"normal"
3	0.25	0	0	9.888	8.35142955740502	50	100	100	1.53657044259498	-3.74288926433327	"normal"
1	0.25	0	0.01	9.888	8.47242761348621	50	100	100	1.41557238651379	-4.01327407979488	"normal"
2	0.25	0	0.01	9.888	8.38835107970883	50	100	100	1.49964892029117	-4.07541866804427	"normal"
3	0.26	0	0	9.888	8.41771082752392	50	100	100	1.47028917247608	-4.19587055083031	"normal"
1	0.26	0	0.01	9.888	8.17426597133977	50	100	100	1.71373402866023	-4.01776582511309	"normal"
2	0.26	0	0.01	9.888	8.40317575082294	50	100	100	1.48482424917706	-4.11670503872578	"normal"
3	0.27	0	0	9.888	8.44913007377444	50	100	100	1.43886992622556	-4.67413580781884	"normal"
1	0.27	0	0.01	9.888	8.50712517783598	50	100	100	1.38087482216402	-4.71710213157732	"normal"
2	0.27	0	0.01	9.888	8.49089538669118	50	100	100	1.39710461330882	-3.70247218367401	"normal"
3	0.28	0	0	9.888	8.58984112256282	50	100	100	1.29815887743718	-4.0517367473601	"normal"
1	0.28	0	0.01	9.888	8.38511459951762	50	100	100	1.50288540048238	-3.99682841108245	"normal"
2	0.28	0	0.01	9.888	8.42943717335987	50	100	100	1.45856282664013	-3.17131456333945	"normal"
3	0.29	0	0	9.888	8.40565664361921	50	100	100	1.48234335638079	-3.95492465135711	"normal"
1	0.29	0	0.01	9.888	8.3713067616333	50	100	100	1.5166932383667	-3.96935741464926	"normal"
2	0.29	0	0.01	9.888	8.38324926969802	50	100	100	1.50475073030198	-4.42981246289459	"normal"
3	0.3	0	0	9.888	8.22900746520859	50	100	100	1.65899253479141	-3.7861716975786	"normal"
1	0.3	0	0.01	9.888	8.4032407882249	50	100	100	1.4847592117751	-4.13876403384549	"normal"
2	0.3	0	0.01	9.888	8.38706380863192	50	100	100	1.50093619136808	-3.87079848844572	"normal"
3	0.31	0	0	9.888	8.37655745337813	50	100	100	1.51144254662187	-4.82397666519213	"normal"
1	0.31	0	0.01	9.888	8.29539466051065	50	100	100	1.59260533948935	-4.04754998664744	"normal"
2	0.31	0	0.01	9.888	8.3761792677309	50	100	100	1.5118207322691	-3.93363792639519	"normal"
3	0.32	0	0	9.888	8.44617258573956	50	100	100	1.44182741426044	-4.10175743441443	"normal"
1	0.32	0	0.01	9.888	8.35104713357359	50	100	100	1.53695286642641	-4.59068939339661	"normal"
2	0.32	0	0.01	9.888	8.49364511533689	50	100	100	1.39435488466311	-4.34021312776636	"normal"
3	0.33	0	0	9.888	8.30439797958701	50	100	100	1.58360202041299	-4.31460404858128	"normal"
1	0.33	0	0.01	9.888	8.34042098313572	50	100	100	1.54757901686428	-3.85708270696099	"normal"
2	0.33	0	0.01	9.888	8.47030132306662	50	100	100	1.41769867693338	-3.56038632126894	"normal"
3	0.34	0	0	9.888	8.49273669544001	50	100	100	1.39526330455999	-5.02560954592591	"normal"
1	0.34	0	0.01	9.888	8.34152899486445	50	100	100	1.54647100513555	-4.99846144674547	"normal"
2	0.34	0	0.01	9.888	8.44945368073148	50	100	100	1.43854631926852	-3.62643471545307	"normal"
3	0.35	0	0	9.888	8.31204932828068	50	100	100	1.57595067171932	-4.37667685922725	"normal"
1	0.35	0	0.01	9.888	8.43660767672191	50	100	100	1.45139232327809	-4.90871745680669	"normal"
2	0.35	0	0.01	9.888	8.36291582522196	50	100	100	1.52508417477804	-4.50318550726012	"normal"
3	0.36	0	0	9.888	8.36352065393828	50	100	100	1.52447934606172	-3.99579529473252	"normal"
1	0.36	0	0.01	9.888	8.45660237060338	50	100	100	1.43139762939662	-4.11508987539514	"normal"
2	0.36	0	0.01	9.888	8.44001477617122	50	100	100	1.44798522382878	-4.48200983870594	"normal"
3	0.37	0	0	9.888	8.37852598940642	50	100	100	1.50947401059358	-4.28966183843084	"normal"
1	0.37	0	0.01	9.888	8.38294727069432	50	100	100	1.50505272930568	-4.56145454787836	"normal"
2	0.37	0	0.01	9.888	8.35192086985798	50	100	100	1.53607913014202	-4.72476414635317	"normal"
3	0.38	0	0	9.888	8.52555413785481	50	100	100	1.36244586214519	-4.203759623808	"normal"
1	0.38	0	0.01	9.888	8.48338769747037	50	100	100	1.40461230252963	-4.15514719564247	"normal"
2	0.38	0	0.01	9.888	8.41534834792525	50	100	100	1.47265165207475	-3.89061307241839	"normal"
3	0.39	0	0	9.888	8.37710976223906	50	100	100	1.51089023776094	-4.08241554548666	"normal"
1	0.39	0	0.01	9.888	8.43005615451226	50	100	100	1.45794384548774	-4.28464245012017	"normal"
2	0.39	0	0.01	9.888	8.38848599391573	50	100	100	1.49951400608427	-4.93194700323424	"normal"
3	0.4	0	0	9.888	8.4237329725601	50	100	100	1.4642670274399	-4.25220652785533	"normal"
1	0.4	0	0.01	9.888	8.42538410697038	50	100	100	1.46261589302962	-4.49656627785741	"normal"
2	0.4	0	0.01	9.888	8.41123345424338	50	100	100	1.47676654575662	-4.29096109536911	"normal"
3	0.41	0	0	9.888	8.31280320392127	50	100	100	1.57519679607873	-3.91629763400268	"normal"
1	0.41	0	0.01	9.888	8.5140035443754	50	100	100	1.3739964556246	-4.48415512281636	"normal"
2	0.41	0	0.01	9.888	8.29149937075861	50	100	100	1.59650062924139	-4.66997406350131	"normal"
3	0.42	0	0	9.888	8.34132827141019	50	100	100	1.54667172858981	-4.70435561475532	"normal"
1	0.42	0	0.01	9.888	8.26879435144029	50	100	100	1.61920564855971	-4.55877722915076	"normal"
2	0.42	0	0.01	9.888	8.4905052410631	50	100	100	1.3974947589369	-4.75327946705423	"normal"
3	0.43	0	0	9.888	8.45078391956763	50	100	100	1.43721608043237	-3.98587632093865	"normal"
1	0.43	0	0.01	9.888	8.20280302931161	50	100	100	1.68519697068839	-4.13700246498435	"normal"
2	0.43	0	0.01	9.888	8.37888498024183	50	100	100	1.50911501975817	-4.25791799173882	"normal"
3	0.44	0	0	9.888	8.15903554596845	50	100	100	1.72896445403155	-4.47398130334268	"normal"
1	0.44	0	0.01	9.888	8.53757536821966	50	100	100	1.35042463178034	-4.73261206788953	"normal"
2	0.44	0	0.01	9.888	8.43279828137149	50	100	100	1.45520171862851	-4.51193095748123	"normal"
3	0.45	0	0	9.888	8.48194682789348	50	100	100	1.40605317210652	-4.04608599708564	"normal"
1	0.45	0	0.01	9.888	8.36376132981144	50	100	100	1.52423867018856	-4.01134667030885	"normal"
2	0.45	0	0.01	9.888	8.41250926851906	50	100	100	1.47549073148094	-4.18703641514522	"normal"
3	0.46	0	0	9.888	8.46519554293968	50	100	100	1.42280445706032	-3.94780497042829	"normal"
1	0.46	0	0.01	9.888	8.34591895695	50	100	100	1.54208104305	-4.03623217079133	"normal"
2	0.46	0	0.01	9.888	8.20231148935531	50	100	100	1.68568851064469	-3.7109258430039	"normal"
3	0.47	0	0	9.888	8.25936044415542	50	100	100	1.62863955584458	-4.39604732710966	"normal"
1	0.47	0	0.01	9.888	8.30117587785823	50	100	100	1.58682412214177	-5.15387176465729	"normal"
2	0.47	0	0.01	9.888	8.33159068465157	50	100	100	1.55640931534843	-4.50739942955626	"normal"
3	0.48	0	0	9.888	8.33762118123808	50	100	100	1.55037881876192	-4.92767786089266	"normal"
1	0.48	0	0.01	9.888	8.34619950634589	50	100	100	1.54180049365411	-4.36194838859044	"normal"
2	0.48	0	0.01	9.888	8.42333353124788	50	100	100	1.46466646875212	-4.90178179858906	"normal"
3	0.49	0	0	9.888	8.39001670547897	50	100	100	1.49798329452103	-4.75211074115385	"normal"
1	0.49	0	0.01	9.888	8.50305262126471	50	100	100	1.38494737873529	-4.56189571395216	"normal"
2	0.49	0	0.01	9.888	8.35905494427926	50	100	100	1.52894505572074	-4.6078366584008	"normal"
3	0.5	0	0	9.888	8.3313417452714	50	100	100	1.5566582547286	-4.26530021923502	"normal"
1	0.5	0	0.01	9.888	8.37292631147052	50	100	100	1.51507368852948	-3.91784898943169	"normal"
2	0.5	0	0.01	9.888	8.40336998669467	50	100	100	1.48463001330533	-4.18598637833845	"normal"
3	0.51	0	0	9.888	8.44614235328469	50	100	100	1.44185764671531	-5.04647853219522	"normal"
1	0.51	0	0.01	9.888	8.42967363574089	50	100	100	1.45832636425911	-4.36394229641895	"normal"
2	0.51	0	0.01	9.888	8.36127559668379	50	100	100	1.52672440331621	-3.90584980545054	"normal"
3	0.52	0	0	9.888	8.34808817327646	50	100	100	1.53991182672354	-4.53323081406404	"normal"
1	0.52	0	0.01	9.888	8.45823802037929	50	100	100	1.42976197962071	-4.45703057596552	"normal"
2	0.52	0	0.01	9.888	8.26987262401308	50	100	100	1.61812737598692	-3.6775917068575	"normal"
3	0.53	0	0	9.888	8.56557434330914	50	100	100	1.32242565669086	-4.34712406383551	"normal"
1	0.53	0	0.01	9.888	8.48372079924963	50	100	100	1.40427920075037	-4.14358629751749	"normal"
2	0.53	0	0.01	9.888	8.42196230219049	50	100	100	1.46603769780951	-4.84456519317699	"normal"
3	0.54	0	0	9.888	8.44659169763312	50	100	100	1.44140830236688	-4.07106873329997	"normal"
1	0.54	0	0.01	9.888	8.43644776897275	50	100	100	1.45155223102725	-4.23046041273206	"normal"
2	0.54	0	0.01	9.888	8.48902836913418	50	100	100	1.39897163086582	-3.92300481004034	"normal"
3	0.55	0	0	9.888	8.57009493887828	50	100	100	1.31790506112172	-4.55534096010412	"normal"
1	0.55	0	0.01	9.888	8.4739265316911	50	100	100	1.4140734683089	-4.56038330690332	"normal"
2	0.55	0	0.01	9.888	8.44390530762599	50	100	100	1.44409469237401	-5.08270854975054	"normal"
3	0.56	0	0	9.888	8.43941630946779	50	100	100	1.44858369053221	-4.60817139272312	"normal"
1	0.56	0	0.01	9.888	8.3412835736756	50	100	100	1.5467164263244	-4.71419028468022	"normal"
2	0.56	0	0.01	9.888	8.46013791791236	50	100	100	1.42786208208764	-3.64413860901518	"normal"
3	0.57	0	0	9.888	8.2559740365717	50	100	100	1.6320259634283	-3.73455493833296	"normal"
1	0.57	0	0.01	9.888	8.39580691060181	50	100	100	1.49219308939819	-4.66808070404441	"normal"
2	0.57	0	0.01	9.888	8.37177931286401	50	100	100	1.51622068713599	-4.10408808193146	"normal"
3	0.58	0	0	9.888	8.38978127833522	50	100	100	1.49821872166478	-4.29422788873288	"normal"
1	0.58	0	0.01	9.888	8.50941731404363	50	100	100	1.37858268595637	-4.67015400556639	"normal"
2	0.58	0	0.01	9.888	8.472991259744	50	100	100	1.415008740256	-3.6595696913437	"normal"
3	0.59	0	0	9.888	8.56475851161773	50	100	100	1.32324148838227	-3.97846180193445	"normal"
1	0.59	0	0.01	9.888	8.31066551456044	50	100	100	1.57733448543956	-4.45679661413303	"normal"
2	0.59	0	0.01	9.888	8.28544028718168	50	100	100	1.60255971281832	-3.43953518205333	"normal"
3	0.6	0	0	9.888	8.53727166506266	50	100	100	1.35072833493734	-4.84747912609393	"normal"
1	0.6	0	0.01	9.888	8.570847448198	50	100	100	1.317152551802	-4.36370879153321	"normal"
2	0.6	0	0.01	9.888	8.29801479100695	50	100	100	1.58998520899305	-4.70796655265182	"normal"
3	0.61	0	0	9.888	8.40372030164732	50	100	100	1.48427969835268	-4.01010669830918	"normal"
1	0.61	0	0.01	9.888	8.26838765443499	50	100	100	1.61961234556501	-4.41873029950321	"normal"
2	0.61	0	0.01	9.888	8.42613270420021	50	100	100	1.46186729579979	-4.32906016725724	"normal"
3	0.62	0	0	9.888	8.39596849321685	50	100	100	1.49203150678315	-4.96958825202324	"normal"
1	0.62	0	0.01	9.888	8.40617371670099	50	100	100	1.48182628329901	-3.86605647722205	"normal"
2	0.62	0	0.01	9.888	8.42234635548241	50	100	100	1.46565364451759	-4.033991903503	"normal"
3	0.63	0	0	9.888	8.46124035119206	50	100	100	1.42675964880794	-4.50113816767656	"normal"
1	0.63	0	0.01	9.888	8.40119179121636	50	100	100	1.48680820878364	-4.40452326540328	"normal"
2	0.63	0	0.01	9.888	8.50717713259347	50	100	100	1.38082286740653	-4.10975472018755	"normal"
3	0.64	0	0	9.888	8.44097041665389	50	100	100	1.44702958334611	-3.77356291094292	"normal"
1	0.64	0	0.01	9.888	8.31342055049318	50	100	100	1.57457944950682	-3.80812109650666	"normal"
2	0.64	0	0.01	9.888	8.34153172941079	50	100	100	1.54646827058921	-4.29974220291294	"normal"
3	0.65	0	0	9.888	8.25644944558358	50	100	100	1.63155055441642	-4.92110838888139	"normal"
1	0.65	0	0.01	9.888	8.31137325754995	50	100	100	1.57662674245005	-3.90824574141262	"normal"
2	0.65	0	0.01	9.888	8.38306523865573	50	100	100	1.50493476134427	-4.58065279457226	"normal"
3	0.66	0	0	9.888	8.58721136153361	50	100	100	1.30078863846639	-4.36640515209882	"normal"
1	0.66	0	0.01	9.888	8.4451928086749	50	100	100	1.4428071913251	-4.63247605825932	"normal"
2	0.66	0	0.01	9.888	8.43756099361463	50	100	100	1.45043900638537	-4.20411011231083	"normal"
3	0.67	0	0	9.888	8.34319729966552	50	100	100	1.54480270033448	-4.59068794404528	"normal"
1	0.67	0	0.01	9.888	8.41411136755491	50	100	100	1.47388863244509	-5.0598956513128	"normal"
2	0.67	0	0.01	9.888	8.35169633756482	50	100	100	1.53630366243518	-4.13148389246897	"normal"
3	0.68	0	0	9.888	8.48275561345274	50	100	100	1.40524438654726	-4.49113417926718	"normal"
1	0.68	0	0.01	9.888	8.32685527766441	50	100	100	1.56114472233559	-4.32204221169117	"normal"
2	0.67	0	0.02	9.888	8.44615656486367	50	100	100	1.44184343513633	-4.31878181907312	"normal"
3	0.69	0	0	9.888	8.35195365846135	50	100	100	1.53604634153865	-4.74876347179112	"normal"
1	0.69	0	0.01	9.888	8.36349541580333	50	100	100	1.52450458419667	-4.003701441728	"normal"
2	0.68	0	0.02	9.888	8.44605992055791	50	100	100	1.44194007944209	-4.6947620711253	"normal"
3	0.7	0	0	9.888	8.29555407986355	50	100	100	1.59244592013645	-4.41022204319393	"normal"
1	0.7	0	0.01	9.888	8.20902765962897	50	100	100	1.67897234037103	-4.629978600342	"normal"
2	0.69	0	0.02	9.888	8.34326630117033	50	100	100	1.54473369882967	-4.17203334230329	"normal"
3	0.71	0	0	9.888	8.56115517602476	50	100	100	1.32684482397524	-4.13214322259563	"normal"
1	0.71	0	0.01	9.888	8.37458779930637	50	100	100	1.51341220069363	-3.63773919579242	"normal"
2	0.7	0	0.02	9.888	8.5010198615383	50	100	100	1.3869801384617	-4.23803573914575	"normal"
3	0.72	0	0	9.888	8.44298776637077	50	100	100	1.44501223362923	-3.96736106256812	"normal"
1	0.72	0	0.01	9.888	8.44725494180616	50	100	100	1.44074505819384	-4.8010035364972	"normal"
2	0.7	0	0.03	9.888	8.29821734973207	50	100	100	1.58978265026793	-3.17097905542757	"normal"
3	0.73	0	0	9.888	8.44342820693807	50	100	100	1.44457179306193	-4.15424390966528	"normal"
1	0.73	0	0.01	9.888	8.30327258149287	50	100	100	1.58472741850712	-3.88294914189613	"normal"
2	0.71	0	0.03	9.888	8.44546381996056	50	100	100	1.44253618003944	-4.27331647696647	"normal"
