"method.set"	"coverage.set"	"smaller.set"	"bigger.set"	"truemean.set"	"bootmean.set"	"n.set"	"B.set"	"round.set"	"difference.set"	"length.set"	"distribution.set"
3	0.74	0	0	9.888	9.71787796122912	50	100	100	0.170122038770876	-4.72294742946709	"normal"
1	0.75	0	0	9.888	9.54420254700099	50	100	100	0.343797452999009	-3.913966770704	"normal"
2	0.75	0	0	9.888	9.62504413608366	50	100	100	0.262955863916345	-4.12279686671582	"normal"
3	0.75	0	0	9.888	9.77436681441047	50	100	100	0.113633185589528	-4.09580993834912	"normal"
1	0.76	0	0	9.888	9.61684793008428	50	100	100	0.27115206991572	-3.74262715203883	"normal"
2	0.76	0	0	9.888	9.67045479025759	50	100	100	0.21754520974241	-3.89550406246022	"normal"
3	0.76	0	0	9.888	9.72070007705566	50	100	100	0.167299922944339	-4.59230144846798	"normal"
1	0.77	0	0	9.888	9.87119979088533	50	100	100	0.0168002091146739	-3.77426903038181	"normal"
2	0.77	0	0	9.888	9.53263074542835	50	100	100	0.355369254571645	-3.75143630407084	"normal"
3	0.77	0	0	9.888	9.61133558675794	50	100	100	0.276664413242063	-4.27999026577039	"normal"
1	0.78	0	0	9.888	9.72148911381115	50	100	100	0.166510886188847	-3.9950029653439	"normal"
2	0.78	0	0	9.888	9.75511261041908	50	100	100	0.132887389580921	-4.26665111319163	"normal"
3	0.78	0	0	9.888	9.76603712595178	50	100	100	0.12196287404822	-4.10718030759146	"normal"
1	0.79	0	0	9.888	9.74924412467275	50	100	100	0.138755875327245	-3.96331878872466	"normal"
2	0.79	0	0	9.888	9.56225219088735	50	100	100	0.325747809112654	-3.6111175786134	"normal"
3	0.79	0	0	9.888	9.50150945860966	50	100	100	0.386490541390339	-4.11570750614803	"normal"
1	0.8	0	0	9.888	9.81580074893878	50	100	100	0.0721992510612246	-3.02541287857766	"normal"
2	0.8	0	0	9.888	9.69115791253692	50	100	100	0.196842087463081	-4.37018979720699	"normal"
3	0.8	0	0	9.888	9.57304893066198	50	100	100	0.314951069338022	-3.80700296676809	"normal"
1	0.81	0	0	9.888	9.67860807231119	50	100	100	0.209391927688806	-4.24040788371192	"normal"
2	0.81	0	0	9.888	9.73925240328993	50	100	100	0.148747596710068	-3.58705051831863	"normal"
3	0.81	0	0	9.888	9.54433363845268	50	100	100	0.343666361547321	-3.90169576932815	"normal"
1	0.82	0	0	9.888	9.62052957312392	50	100	100	0.267470426876079	-3.51142916344066	"normal"
2	0.82	0	0	9.888	9.6237795384031	50	100	100	0.264220461596903	-3.84384898384613	"normal"
3	0.82	0	0	9.888	9.64805976264751	50	100	100	0.239940237352492	-3.87693886259309	"normal"
1	0.83	0	0	9.888	9.65780454034015	50	100	100	0.230195459659853	-4.23595467196089	"normal"
2	0.83	0	0	9.888	9.74258146469902	50	100	100	0.145418535300982	-3.66925761547691	"normal"
3	0.83	0	0	9.888	9.69530587626385	50	100	100	0.19269412373615	-3.89616655210586	"normal"
1	0.84	0	0	9.888	9.74285918231971	50	100	100	0.145140817680295	-3.7150088778924	"normal"
2	0.84	0	0	9.888	9.61915357369822	50	100	100	0.268846426301778	-3.47210148165604	"normal"
3	0.84	0	0	9.888	9.69066550409656	50	100	100	0.197334495903444	-3.95370738116594	"normal"
1	0.85	0	0	9.888	9.85526173098822	50	100	100	0.0327382690117801	-3.82073194068272	"normal"
2	0.85	0	0	9.888	9.59647769414643	50	100	100	0.291522305853565	-4.40289311816555	"normal"
3	0.85	0	0	9.888	9.66469064769427	50	100	100	0.223309352305728	-4.07362607523411	"normal"
1	0.86	0	0	9.888	9.59540974002668	50	100	100	0.292590259973323	-3.84107949432573	"normal"
2	0.86	0	0	9.888	9.71676425655659	50	100	100	0.171235743443411	-3.94733396504183	"normal"
3	0.86	0	0	9.888	9.44071482842132	50	100	100	0.447285171578683	-3.3970696819841	"normal"
1	0.87	0	0	9.888	9.58136530668961	50	100	100	0.306634693310391	-3.5452567606617	"normal"
2	0.87	0	0	9.888	9.69002431945797	50	100	100	0.197975680542026	-4.32035041695382	"normal"
3	0.87	0	0	9.888	9.6071562918259	50	100	100	0.2808437081741	-4.16255774464378	"normal"
1	0.88	0	0	9.888	9.74476271173778	50	100	100	0.143237288262217	-3.90075750370693	"normal"
2	0.88	0	0	9.888	9.54897568805814	50	100	100	0.339024311941863	-4.00331711026148	"normal"
3	0.88	0	0	9.888	9.53735345186274	50	100	100	0.350646548137258	-4.54960296897115	"normal"
1	0.89	0	0	9.888	9.5773543966774	50	100	100	0.310645603322596	-3.78800686605047	"normal"
2	0.89	0	0	9.888	9.71751587799427	50	100	100	0.17048412200573	-3.81203968417652	"normal"
3	0.89	0	0	9.888	9.70452141448032	50	100	100	0.183478585519682	-3.39865335918494	"normal"
1	0.9	0	0	9.888	9.77231276432508	50	100	100	0.115687235674923	-4.44537927926416	"normal"
2	0.9	0	0	9.888	9.65761428582536	50	100	100	0.230385714174636	-4.49878536618365	"normal"
3	0.9	0	0	9.888	9.63850753291443	50	100	100	0.249492467085565	-3.87208289552515	"normal"
1	0.91	0	0	9.888	9.59060896863101	50	100	100	0.297391031368985	-4.0744083898381	"normal"
2	0.91	0	0	9.888	9.6458816372087	50	100	100	0.242118362791302	-4.07368912635268	"normal"
3	0.91	0	0	9.888	9.48521540378037	50	100	100	0.402784596219634	-4.03038562795624	"normal"
1	0.92	0	0	9.888	9.67502753391916	50	100	100	0.212972466080839	-4.53749707893102	"normal"
2	0.92	0	0	9.888	9.76138750662352	50	100	100	0.126612493376475	-4.13994628100269	"normal"
3	0.92	0	0	9.888	9.80628351634336	50	100	100	0.0817164836566402	-4.09885969482876	"normal"
1	0.93	0	0	9.888	9.63115406683815	50	100	100	0.256845933161848	-4.11658334967348	"normal"
2	0.93	0	0	9.888	9.66916621774359	50	100	100	0.218833782256411	-4.1095761846285	"normal"
3	0.93	0	0	9.888	9.73601774175082	50	100	100	0.151982258249177	-3.71456150170827	"normal"
1	0.94	0	0	9.888	9.60729166053803	50	100	100	0.280708339461972	-3.72714292069758	"normal"
2	0.94	0	0	9.888	9.67315971627862	50	100	100	0.214840283721383	-4.11360404300588	"normal"
3	0.94	0	0	9.888	9.73124176422254	50	100	100	0.156758235777458	-3.79454350940053	"normal"
1	0.95	0	0	9.888	9.75083691648629	50	100	100	0.137163083513714	-3.74334248670314	"normal"
2	0.95	0	0	9.888	9.65959918735996	50	100	100	0.228400812640039	-4.39871136805297	"normal"
3	0.95	0	0	9.888	9.52283558063372	50	100	100	0.365164419366282	-4.34161654510705	"normal"
1	0.96	0	0	9.888	9.65444280820665	50	100	100	0.23355719179335	-3.40097493282373	"normal"
2	0.96	0	0	9.888	9.53593808473937	50	100	100	0.352061915260634	-3.916558297033	"normal"
3	0.96	0	0	9.888	9.72114991888409	50	100	100	0.166850081115905	-3.64594416879117	"normal"
1	0.97	0	0	9.888	9.73310656679555	50	100	100	0.154893433204453	-4.05637174643721	"normal"
2	0.97	0	0	9.888	9.69147289389222	50	100	100	0.19652710610778	-4.47916050079065	"normal"
3	0.97	0	0	9.888	9.72691139542508	50	100	100	0.161088604574916	-4.03963617211151	"normal"
1	0.98	0	0	9.888	9.70436653389908	50	100	100	0.183633466100922	-3.55411483186894	"normal"
2	0.98	0	0	9.888	9.70746286179244	50	100	100	0.180537138207562	-4.30751852767361	"normal"
3	0.98	0	0	9.888	9.76081627245384	50	100	100	0.127183727546159	-4.09877339827783	"normal"
1	0.99	0	0	9.888	9.67197525767728	50	100	100	0.216024742322723	-4.22725073430018	"normal"
2	0.99	0	0	9.888	9.65884100841355	50	100	100	0.229158991586445	-3.93127703027098	"normal"
3	0.99	0	0	9.888	9.56953374690516	50	100	100	0.318466253094838	-3.55204221625659	"normal"
1	1	0	0	9.888	9.5782217916804	50	100	100	0.309778208319596	-4.02799972963324	"normal"
2	1	0	0	9.888	9.67927525651598	50	100	100	0.208724743484018	-3.76032411640581	"normal"
3	1	0	0	9.888	9.70921502014338	50	100	100	0.178784979856617	-4.17333652657283	"normal"
1	0.1	0	0	9.888	9.435662249214	50	10	10	0.452337750785997	-1.9169809440526	"normal"
2	0	0	0.1	9.888	9.08685082207118	50	10	10	0.801149177928824	-2.15184159597274	"normal"
3	0.1	0	0	9.888	9.32594400995557	50	10	10	0.562055990044433	-2.5107383008235	"normal"
1	0.2	0	0	9.888	9.53624622669422	50	10	10	0.351753773305784	-2.70906432029142	"normal"
2	0.1	0	0.1	9.888	9.33186400541303	50	10	10	0.556135994586974	-2.26461579166422	"normal"
3	0.2	0	0	9.888	9.47985246698321	50	10	10	0.408147533016786	-4.75454949303841	"normal"
1	0.3	0	0	9.888	9.53215158174978	50	10	10	0.355848418250218	-3.83729090586731	"normal"
2	0.2	0	0.1	9.888	9.30210558468366	50	10	10	0.585894415316341	-3.75517607435252	"normal"
3	0.3	0	0	9.888	9.68783206735486	50	10	10	0.200167932645137	-2.85146538333595	"normal"
1	0.4	0	0	9.888	9.2464470733954	50	10	10	0.641552926604602	-2.1160776086695	"normal"
2	0.3	0	0.1	9.888	9.57905641181118	50	10	10	0.308943588188818	-2.91024744079465	"normal"
3	0.4	0	0	9.888	9.34239900551397	50	10	10	0.545600994486032	-2.55936686707998	"normal"
1	0.5	0	0	9.888	9.18536842077524	50	10	10	0.702631579224759	-3.34313115350471	"normal"
2	0.4	0	0.1	9.888	9.32221382975805	50	10	10	0.565786170241951	-3.8631218949242	"normal"
3	0.5	0	0	9.888	8.9343474485597	50	10	10	0.953652551440303	-4.21315133819295	"normal"
1	0.6	0	0	9.888	8.48549311970227	50	10	10	1.40250688029773	-3.67822291807706	"normal"
2	0.5	0	0.1	9.888	9.20438440322446	50	10	10	0.683615596775541	-2.48298650571884	"normal"
3	0.6	0	0	9.888	9.22253911339291	50	10	10	0.665460886607093	-2.74706340061853	"normal"
1	0.7	0	0	9.888	8.77838892817441	50	10	10	1.10961107182559	-3.42843828966725	"normal"
2	0.6	0	0.1	9.888	9.28385895655365	50	10	10	0.604141043446353	-3.71129510372932	"normal"
3	0.7	0	0	9.888	9.32549196797892	50	10	10	0.562508032021082	-3.56601037688252	"normal"
1	0.8	0	0	9.888	8.85980872467	50	10	10	1.02819127533	-3.48435645748347	"normal"
2	0.7	0	0.1	9.888	9.30330656186516	50	10	10	0.584693438134838	-2.86425578103619	"normal"
3	0.8	0	0	9.888	9.4099808272923	50	10	10	0.478019172707697	-2.15178117977088	"normal"
1	0.8	0	0.1	9.888	8.6288417988217	50	10	10	1.2591582011783	-3.0363383748675	"normal"
2	0.8	0	0.1	9.888	9.31081151630392	50	10	10	0.577188483696077	-4.44428695307588	"normal"
3	0.9	0	0	9.888	9.25918602499484	50	10	10	0.62881397500516	-3.32015669791515	"normal"
1	0.9	0	0.1	9.888	9.07481544539309	50	10	10	0.813184554606911	-2.44220852810063	"normal"
2	0.9	0	0.1	9.888	9.29838225290016	50	10	10	0.589617747099838	-2.50830318823489	"normal"
3	1	0	0	9.888	9.8126086084202	50	10	10	0.0753913915798048	-1.78397448224113	"normal"
1	0.1	0	0	9.888	9.30656504993438	50	100	10	0.581434950065619	-4.20953339387101	"normal"
2	0.1	0	0	9.888	9.26127662255401	50	100	10	0.626723377445987	-3.31306388421157	"normal"
3	0.1	0	0	9.888	9.28829120571572	50	100	10	0.599708794284277	-4.18371840900662	"normal"
1	0.2	0	0	9.888	9.2191453654597	50	100	10	0.668854634540301	-4.04430770276586	"normal"
2	0.2	0	0	9.888	9.30465668362433	50	100	10	0.583343316375666	-3.69941919833298	"normal"
3	0.2	0	0	9.888	9.12080758907112	50	100	10	0.76719241092888	-4.69831160723546	"normal"
1	0.3	0	0	9.888	9.25689713591779	50	100	10	0.631102864082214	-3.82206910215464	"normal"
2	0.3	0	0	9.888	9.22335915375092	50	100	10	0.664640846249084	-3.7847141484386	"normal"
3	0.3	0	0	9.888	9.17942684088144	50	100	10	0.708573159118556	-4.07922084087414	"normal"
1	0.4	0	0	9.888	9.14770798506039	50	100	10	0.740292014939612	-3.91397297034856	"normal"
2	0.4	0	0	9.888	9.34881267064329	50	100	10	0.539187329356711	-4.8202035526322	"normal"
3	0.4	0	0	9.888	9.32038236001289	50	100	10	0.567617639987112	-4.31218595390954	"normal"
1	0.5	0	0	9.888	9.28850544846582	50	100	10	0.599494551534177	-4.12278592934458	"normal"
2	0.5	0	0	9.888	9.19814813279996	50	100	10	0.689851867200039	-3.58726693129501	"normal"
3	0.5	0	0	9.888	9.27606674092856	50	100	10	0.611933259071442	-3.64803737855653	"normal"
1	0.6	0	0	9.888	9.26392441351213	50	100	10	0.624075586487875	-3.98420164415957	"normal"
2	0.6	0	0	9.888	9.15053088915073	50	100	10	0.737469110849272	-4.35892447645325	"normal"
3	0.6	0	0	9.888	9.13077168821905	50	100	10	0.757228311780953	-3.98731650682644	"normal"
1	0.7	0	0	9.888	9.15099801826047	50	100	10	0.737001981739526	-3.84269569379041	"normal"
2	0.7	0	0	9.888	9.2805043184156	50	100	10	0.6074956815844	-3.88158767911867	"normal"
3	0.7	0	0	9.888	9.19925144190985	50	100	10	0.68874855809015	-3.8848111843792	"normal"
1	0.8	0	0	9.888	9.27788464592548	50	100	10	0.610115354074523	-3.91950374593142	"normal"
2	0.8	0	0	9.888	9.01667898353628	50	100	10	0.871321016463721	-3.74987230351159	"normal"
3	0.8	0	0	9.888	9.40175012411207	50	100	10	0.486249875887927	-3.96696174855358	"normal"
1	0.9	0	0	9.888	9.12955188866303	50	100	10	0.758448111336969	-3.80692508833128	"normal"
2	0.9	0	0	9.888	9.17698928830462	50	100	10	0.711010711695382	-4.10258213896333	"normal"
3	0.9	0	0	9.888	8.99490309578384	50	100	10	0.893096904216161	-3.58394553385663	"normal"
1	1	0	0	9.888	8.97370938370521	50	100	10	0.914290616294791	-4.9023134091234	"normal"
2	1	0	0	9.888	9.29559727890679	50	100	10	0.592402721093212	-3.61622610140637	"normal"
3	1	0	0	9.888	9.04512141948106	50	100	10	0.842878580518937	-3.8098994107262	"normal"
1	0.01	0	0	9.888	8.85776550658948	50	10	100	1.03023449341052	-3.0190553081931	"normal"
2	0.01	0	0	9.888	9.34837460547282	50	10	100	0.539625394527183	-2.97693020212171	"normal"
3	0.01	0	0	9.888	9.24353827923168	50	10	100	0.644461720768318	-3.17702560695268	"normal"
1	0.02	0	0	9.888	9.94406400203802	50	10	100	-0.0560640020380188	-3.43594263717006	"normal"
2	0.02	0	0	9.888	9.195434246651	50	10	100	0.692565753349005	-3.51382863633878	"normal"
3	0.02	0	0	9.888	8.92482823666619	50	10	100	0.963171763333811	-2.52106607557992	"normal"
1	0.03	0	0	9.888	9.49423291577821	50	10	100	0.393767084221791	-4.17986645334063	"normal"
2	0.03	0	0	9.888	9.09605121021553	50	10	100	0.791948789784474	-2.18856118266545	"normal"
3	0.03	0	0	9.888	9.16802550041339	50	10	100	0.719974499586611	-3.10960131288043	"normal"
1	0.04	0	0	9.888	9.45231807963536	50	10	100	0.435681920364635	-4.04075666065249	"normal"
2	0.04	0	0	9.888	9.02107540050887	50	10	100	0.86692459949113	-5.25857497900528	"normal"
3	0.04	0	0	9.888	9.36077139049927	50	10	100	0.527228609500732	-2.29198718772853	"normal"
1	0.05	0	0	9.888	8.55747853446577	50	10	100	1.33052146553423	-4.26107781135292	"normal"
2	0.05	0	0	9.888	8.94594863161333	50	10	100	0.942051368386673	-2.97844604380281	"normal"
3	0.05	0	0	9.888	9.04039507653037	50	10	100	0.847604923469634	-3.65869963816806	"normal"
1	0.06	0	0	9.888	9.5246560080319	50	10	100	0.363343991968097	-2.48528954046271	"normal"
2	0.06	0	0	9.888	9.19273052459376	50	10	100	0.695269475406235	-2.6243737672326	"normal"
3	0.06	0	0	9.888	9.15259252720425	50	10	100	0.735407472795746	-3.25258371361845	"normal"
1	0.07	0	0	9.888	9.14046292900842	50	10	100	0.74753707099158	-2.53033815455204	"normal"
2	0.07	0	0	9.888	9.63730247922201	50	10	100	0.250697520777992	-3.79331717074263	"normal"
3	0.07	0	0	9.888	8.80638130466066	50	10	100	1.08161869533934	-2.41365021352264	"normal"
1	0.08	0	0	9.888	9.23408953937142	50	10	100	0.653910460628584	-2.25183071259127	"normal"
2	0.08	0	0	9.888	9.08907527514167	50	10	100	0.798924724858335	-4.00056036677721	"normal"
3	0.08	0	0	9.888	9.45606315612949	50	10	100	0.43193684387051	-2.75924753679315	"normal"
1	0.09	0	0	9.888	9.67998947332454	50	10	100	0.208010526675455	-3.7878051735011	"normal"
2	0.09	0	0	9.888	9.01996000107658	50	10	100	0.868039998923424	-1.85092674398669	"normal"
3	0.09	0	0	9.888	9.18783184006238	50	10	100	0.700168159937618	-3.75888255082443	"normal"
1	0.1	0	0	9.888	8.689880888388	50	10	100	1.198119111612	-3.52832972834921	"normal"
2	0.1	0	0	9.888	9.25046979524108	50	10	100	0.637530204758917	-2.06782699583263	"normal"
3	0.1	0	0	9.888	9.34832534931149	50	10	100	0.539674650688513	-2.84507155539486	"normal"
1	0.11	0	0	9.888	9.42950027852547	50	10	100	0.458499721474526	-3.86565134963188	"normal"
2	0.11	0	0	9.888	9.08431911001976	50	10	100	0.803680889980239	-3.25884419011216	"normal"
3	0.11	0	0	9.888	9.10476092526955	50	10	100	0.783239074730451	-1.86434883319308	"normal"
1	0.12	0	0	9.888	9.35468552761091	50	10	100	0.533314472389092	-3.51023277463289	"normal"
2	0.12	0	0	9.888	9.30282065809187	50	10	100	0.58517934190813	-2.6906852570151	"normal"
3	0.12	0	0	9.888	9.58646368875416	50	10	100	0.301536311245842	-2.46069164482784	"normal"
1	0.13	0	0	9.888	9.15679270733785	50	10	100	0.731207292662152	-2.4065833312157	"normal"
2	0.13	0	0	9.888	9.47872231211296	50	10	100	0.409277687887036	-2.78140066960347	"normal"
3	0.13	0	0	9.888	9.13642941686401	50	10	100	0.751570583135994	-2.149835164324	"normal"
1	0.14	0	0	9.888	8.84935731789574	50	10	100	1.03864268210426	-2.85606239293159	"normal"
2	0.14	0	0	9.888	9.05760186614552	50	10	100	0.830398133854477	-2.37034282150863	"normal"
3	0.14	0	0	9.888	9.04083892966495	50	10	100	0.84716107033505	-2.78769692360797	"normal"
1	0.15	0	0	9.888	8.86948208893701	50	10	100	1.01851791106299	-2.7508893498542	"normal"
2	0.15	0	0	9.888	9.05281790098322	50	10	100	0.835182099016782	-3.02695948139459	"normal"
3	0.15	0	0	9.888	9.06447092223575	50	10	100	0.823529077764245	-3.01314333142207	"normal"
1	0.16	0	0	9.888	8.40411169724007	50	10	100	1.48388830275993	-3.48098023888183	"normal"
2	0.16	0	0	9.888	9.60149448419947	50	10	100	0.286505515800533	-2.79317094037156	"normal"
3	0.16	0	0	9.888	9.41907381679167	50	10	100	0.468926183208328	-2.89062157503412	"normal"
1	0.17	0	0	9.888	8.84950840360643	50	10	100	1.03849159639357	-2.85231436156948	"normal"
2	0.17	0	0	9.888	9.00496620328375	50	10	100	0.883033796716248	-1.6186807104567	"normal"
3	0.17	0	0	9.888	9.688455785908	50	10	100	0.199544214092002	-3.15615410051053	"normal"
1	0.17	0	0.01	9.888	8.74492103561717	50	10	100	1.14307896438283	-2.51650864567186	"normal"
2	0.18	0	0	9.888	9.22226735042166	50	10	100	0.66573264957834	-3.5304211756859	"normal"
3	0.18	0	0	9.888	9.46271516805421	50	10	100	0.425284831945792	-3.54022228299876	"normal"
1	0.18	0	0.01	9.888	8.79686770072552	50	10	100	1.09113229927448	-3.55358880195163	"normal"
2	0.19	0	0	9.888	9.20065936390051	50	10	100	0.687340636099494	-2.3253420239785	"normal"
3	0.19	0	0	9.888	9.74623955949346	50	10	100	0.141760440506543	-3.99436245153992	"normal"
1	0.19	0	0.01	9.888	9.28375179837247	50	10	100	0.604248201627527	-2.43977203387728	"normal"
2	0.2	0	0	9.888	9.49837760789089	50	10	100	0.389622392109105	-1.97793582381004	"normal"
3	0.2	0	0	9.888	9.20043894826221	50	10	100	0.68756105173779	-2.72508477359658	"normal"
1	0.2	0	0.01	9.888	9.22529298737813	50	10	100	0.662707012621867	-2.84462990991508	"normal"
2	0.2	0	0.01	9.888	8.98241496436456	50	10	100	0.905585035635436	-3.37125813082209	"normal"
3	0.21	0	0	9.888	9.67654247045115	50	10	100	0.211457529548852	-3.01232528837381	"normal"
1	0.21	0	0.01	9.888	9.22912680866192	50	10	100	0.658873191338081	-3.32841853813763	"normal"
2	0.21	0	0.01	9.888	9.0336984682281	50	10	100	0.854301531771895	-2.94597086093099	"normal"
3	0.22	0	0	9.888	9.28940789631859	50	10	100	0.59859210368141	-2.04436482791775	"normal"
1	0.22	0	0.01	9.888	9.6599119521732	50	10	100	0.228088047826802	-2.85746809907152	"normal"
2	0.22	0	0.01	9.888	9.21776566263379	50	10	100	0.670234337366209	-4.28976019741867	"normal"
3	0.23	0	0	9.888	9.41549943673128	50	10	100	0.472500563268719	-3.10433360555464	"normal"
1	0.22	0	0.02	9.888	8.83910223139127	50	10	100	1.04889776860873	-2.96155100221852	"normal"
2	0.22	0	0.02	9.888	9.01160973179818	50	10	100	0.876390268201815	-1.06820355540998	"normal"
3	0.23	0	0.01	9.888	9.08571568455856	50	10	100	0.80228431544144	-1.83692627707735	"normal"
1	0.22	0	0.03	9.888	8.46345430986141	50	10	100	1.42454569013859	-2.24883324524057	"normal"
2	0.22	0	0.03	9.888	8.87815427558434	50	10	100	1.00984572441566	-2.20758988654134	"normal"
3	0.24	0	0.01	9.888	9.39568783344026	50	10	100	0.492312166559744	-3.28454942130009	"normal"
1	0.23	0	0.03	9.888	9.27654746976477	50	10	100	0.611452530235228	-2.6849848417253	"normal"
2	0.23	0	0.03	9.888	9.74804335045154	50	10	100	0.139956649548461	-2.33217034840869	"normal"
3	0.25	0	0.01	9.888	9.32694816090886	50	10	100	0.561051839091141	-3.43636207893491	"normal"
1	0.24	0	0.03	9.888	9.86408317932081	50	10	100	0.023916820679192	-3.68067566869337	"normal"
2	0.24	0	0.03	9.888	8.8782691368154	50	10	100	1.0097308631846	-1.85746109421061	"normal"
3	0.26	0	0.01	9.888	9.73183935751152	50	10	100	0.156160642488482	-3.06036268785626	"normal"
1	0.25	0	0.03	9.888	9.06148064625803	50	10	100	0.826519353741974	-2.45027137547521	"normal"
2	0.25	0	0.03	9.888	8.78814470020744	50	10	100	1.09985529979256	-3.31919507186526	"normal"
3	0.27	0	0.01	9.888	9.11155134665468	50	10	100	0.776448653345325	-3.83682003295989	"normal"
1	0.26	0	0.03	9.888	9.57520247120192	50	10	100	0.312797528798084	-2.73501763759373	"normal"
2	0.26	0	0.03	9.888	9.35572121948758	50	10	100	0.532278780512417	-2.9602558907884	"normal"
3	0.28	0	0.01	9.888	9.95538191234895	50	10	100	-0.0673819123489547	-2.69070543742012	"normal"
1	0.27	0	0.03	9.888	9.05645370974376	50	10	100	0.83154629025624	-2.33244709508447	"normal"
2	0.27	0	0.03	9.888	9.09844742788087	50	10	100	0.789552572119128	-1.35470951657178	"normal"
3	0.29	0	0.01	9.888	9.30913603559369	50	10	100	0.578863964406313	-3.55344312174543	"normal"
1	0.28	0	0.03	9.888	9.66752392607581	50	10	100	0.220476073924186	-3.04332303125605	"normal"
2	0.28	0	0.03	9.888	9.26082072433348	50	10	100	0.627179275666519	-4.25961830469552	"normal"
3	0.3	0	0.01	9.888	8.84881015594996	50	10	100	1.03918984405004	-2.58272273057206	"normal"
1	0.29	0	0.03	9.888	9.02700845949098	50	10	100	0.860991540509021	-3.36879582823192	"normal"
2	0.29	0	0.03	9.888	9.42598347935643	50	10	100	0.462016520643569	-2.95500498819314	"normal"
3	0.31	0	0.01	9.888	9.40870482417908	50	10	100	0.479295175820923	-3.4161407330775	"normal"
1	0.3	0	0.03	9.888	8.93180790837938	50	10	100	0.956192091620617	-2.48735251605306	"normal"
2	0.3	0	0.03	9.888	9.00630298672942	50	10	100	0.881697013270582	-2.53498778742626	"normal"
3	0.32	0	0.01	9.888	9.02631197679434	50	10	100	0.861688023205657	-3.52808107535192	"normal"
1	0.31	0	0.03	9.888	9.29953391458644	50	10	100	0.588466085413559	-1.97671142148305	"normal"
2	0.31	0	0.03	9.888	9.43043477889631	50	10	100	0.457565221103694	-3.8871967505964	"normal"
3	0.33	0	0.01	9.888	9.27827660153351	50	10	100	0.609723398466489	-3.00671877385612	"normal"
1	0.32	0	0.03	9.888	9.16800495186954	50	10	100	0.719995048130462	-3.7555636480703	"normal"
2	0.32	0	0.03	9.888	9.16644013591823	50	10	100	0.721559864081769	-2.90251770877055	"normal"
3	0.34	0	0.01	9.888	9.21957619215736	50	10	100	0.668423807842638	-1.90644902134759	"normal"
1	0.33	0	0.03	9.888	9.00236495984343	50	10	100	0.88563504015657	-3.9819576995771	"normal"
2	0.33	0	0.03	9.888	9.20162515545024	50	10	100	0.686374844549764	-1.26222522527108	"normal"
3	0.35	0	0.01	9.888	8.63965997760611	50	10	100	1.24834002239389	-4.16210915841693	"normal"
1	0.34	0	0.03	9.888	9.36310591297168	50	10	100	0.524894087028324	-3.6839915679393	"normal"
2	0.34	0	0.03	9.888	9.20772716077854	50	10	100	0.680272839221457	-2.77842919583883	"normal"
3	0.36	0	0.01	9.888	9.84362338103424	50	10	100	0.0443766189657637	-4.28010239906305	"normal"
1	0.35	0	0.03	9.888	9.37939210716347	50	10	100	0.508607892836526	-1.38920135891226	"normal"
2	0.35	0	0.03	9.888	9.24920263877555	50	10	100	0.638797361224448	-2.73431264265758	"normal"
3	0.37	0	0.01	9.888	9.07176981591874	50	10	100	0.816230184081261	-2.09658465158281	"normal"
1	0.36	0	0.03	9.888	8.95198476150073	50	10	100	0.936015238499268	-4.0923222078832	"normal"
2	0.36	0	0.03	9.888	9.09855430945977	50	10	100	0.789445690540232	-3.13385100297748	"normal"
3	0.38	0	0.01	9.888	9.44199902973406	50	10	100	0.446000970265944	-2.4714763421164	"normal"
1	0.37	0	0.03	9.888	9.10958473653882	50	10	100	0.778415263461183	-1.53783260590512	"normal"
2	0.37	0	0.03	9.888	9.33855575702119	50	10	100	0.549444242978806	-4.91552350102343	"normal"
3	0.39	0	0.01	9.888	9.26925249407434	50	10	100	0.618747505925661	-3.46307075261778	"normal"
1	0.38	0	0.03	9.888	9.78752565007279	50	10	100	0.100474349927213	-3.00753874452291	"normal"
2	0.38	0	0.03	9.888	9.10493903431655	50	10	100	0.783060965683452	-3.0684162910003	"normal"
3	0.4	0	0.01	9.888	9.27322722038817	50	10	100	0.614772779611828	-2.64327253421763	"normal"
1	0.39	0	0.03	9.888	9.23867831198642	50	10	100	0.649321688013577	-2.09325974263914	"normal"
2	0.39	0	0.03	9.888	9.34799013264465	50	10	100	0.540009867355346	-2.72519715804724	"normal"
3	0.41	0	0.01	9.888	9.54240889433794	50	10	100	0.345591105662058	-2.81855813483396	"normal"
1	0.4	0	0.03	9.888	10.0503538150967	50	10	100	-0.162353815096667	-2.39239040525704	"normal"
2	0.4	0	0.03	9.888	9.19442222136387	50	10	100	0.693577778636135	-2.06698233131129	"normal"
3	0.42	0	0.01	9.888	9.05477075260314	50	10	100	0.83322924739686	-2.92246859543256	"normal"
1	0.41	0	0.03	9.888	8.74281428400311	50	10	100	1.14518571599689	-2.37193958121702	"normal"
2	0.41	0	0.03	9.888	9.10786795981926	50	10	100	0.780132040180741	-3.2714401550474	"normal"
3	0.43	0	0.01	9.888	9.28131212841314	50	10	100	0.606687871586862	-3.55231446486151	"normal"
1	0.42	0	0.03	9.888	9.08330210386947	50	10	100	0.804697896130534	-4.23689767981132	"normal"
2	0.42	0	0.03	9.888	9.34161093075632	50	10	100	0.546389069243675	-0.90197447522986	"normal"
3	0.44	0	0.01	9.888	9.18597740327263	50	10	100	0.702022596727375	-2.94816065499507	"normal"
1	0.43	0	0.03	9.888	9.21410739216876	50	10	100	0.673892607831238	-1.58129848880836	"normal"
